,review_id,business_id,entities,sentence,len
18708,1502,1130,"[('strawberry balloon', 133, 151)]","we were both full after the first  courses, but we are not quitters, so we pressed on to the final stretch, which included an edible strawberry balloon and a platter with a combination of flavors, colors, and textures displayed like fine art! at the end, we were given another menu card with a few more words to help describe each course",1
18709,1502,1130,[],"from the warm greeting at the hostess station, to the welcoming and approachable servers, to the mind blowing food and carefully selected wines, this was one of the best, if not the best, dining experiences i have ever had in my life",0
18710,1502,1130,[],"it was worth every penny, and i will to do it again! i am grateful for the invitation to join my friend for this amazing dining experience, so i could get to alinea sooner than later!",0
18761,1507,1130,[],we absolutely hated it,0
18762,1507,1130,[],i am giving two stars because of the ambiance i guess,0
18763,1507,1130,[],i wrote the below email to alinea customer service,0
18764,1507,1130,[],they wrote me back to tell me that they take complaints very seriously then never responded back months later,0
18765,1507,1130,[],do not waste your money,0
18766,1507,1130,[],"to whom it may concern, on december th, , my girlfriend and i visited the alinea gallery for a much anticipated experience",0
18767,1507,1130,[],"we had seen grant achatz on chef's table, spinning plates and several interviews needless to say, we were very excited",0
18768,1507,1130,[],they initially sat us at a group table for the first course,0
18769,1507,1130,[],"for an  tab i expected a private, secluded table with private service",0
18770,1507,1130,[],the first course was terrible,0
18771,1507,1130,"[('egg souffle', 4, 15), ('pickled lobster', 31, 46)]","the egg souffle was bland, the pickled lobster and truffles were just not our preference",2
18772,1507,1130,[],they then moved us to the kitchen for the second course,0
18773,1507,1130,[],"again, same complaint, we did not need to see the kitchen and it seemed tacky",0
18774,1507,1130,[],"next, we ordered a cabernet, they served us a bordeaux without asking us if that was ok it tasted nothing like a cab",0
18775,1507,1130,[],they then sat us down at a private table for the third course,0
18776,1507,1130,[],"from this point on, we were extremely disappointed",0
18777,1507,1130,[],"i am afraid to say, without exaggerating, that neither of us like one bite one of course",0
18778,1507,1130,[],"it was all overwhelmed with, what we think was, sassafras",0
18779,1507,1130,[],it was a sort of pungent licorice taste,0
18780,1507,1130,[],we tasted this strange flavor in almost every dish,0
18781,1507,1130,[],it was all odd and offputting,0
18782,1507,1130,[],we also expected more elaborate gastronomy experimenting,0
18783,1507,1130,"[('balloon', 17, 24), ('ice cream', 88, 97), ('burned', 125, 131)]","we have seen the balloon in documentaries, which was an odd fake banana flavor, and the ice cream, which tasted like freezer burned dipndots no offense intended, that is the only parallel i can draw",3
18784,1507,1130,[],i do not like to write reviews and i certainly do not mean to offend,0
18785,1507,1130,[],"but, our disappointment in this experience bordered on depressing",0
18786,1507,1130,[],we were dumbfounded,0
18787,1507,1130,[],i just felt compelled to provide you with some feedback,0
18788,1507,1130,[],,0
18789,1508,1130,[],totally not worth the money,0
18790,1508,1130,[],very disappointing,0
18791,1508,1130,"[('wine', 259, 263), ('wine', 309, 313), ('country', 461, 468)]","total joke! i want to say these words out loud so many times after having a chance to experience the wholly expensive tasting menu at the alinea !!! i could not believe myself after waiting for  months and finally be able to sit and have their tasting menu & wine pairings  for the meal  domesticintenational wine plus tax plus service charge at the galeria, that this is the worst experience i have ever had among all other  michelinstarred restaurants in the country that i have been to",3
18792,1508,1130,[],"having a very expensive meal at  michelinstarred restaurant, without any doubts, everyone's expectation is the service, meal & beverages and the overall experience should be superb",0
18793,1508,1130,[],"sadly, it did not happen at the alinea",0
18794,1508,1130,"[('wine', 56, 60), ('wine', 134, 138)]","first of all, the guy who was in charged of pouring the wine, was not friendly at all and the worst thing was, every single bottle of wine that he poured to my glass was only a sip size of volume",2
18795,1508,1130,[],"i have finished every single wine before the food came, therefore, i totally do not think i have experienced the food and wine pairings at the alinea",0
18796,1508,1130,[],"secondly, the menu was laid out on a piece of paper with about  different unique names, just their way to try to surprise and impress us with the food they will serve, without giving out all the details about the descriptions of the dish",0
18797,1508,1130,[],"unfortunately, every single dish that came to our table did not impress us",0
18798,1508,1130,[],at,0
18799,1508,1130,[],all,0
18800,1508,1130,[],zero,0
18801,1508,1130,"[('caviar', 87, 93), ('lobster', 95, 102)]","for a three michelinstarred restaurant at least i would expect there would be at least caviar, lobster , abalone in one of the dish",2
18802,1508,1130,[],"what we got was mostly cheap ingredients! a total joke! all dish was served in a tiny portion with mostly sweet, creamy sauce and among  courses there were  dessert which were chocolates and ice cream",0
18803,1508,1130,"[('cream', 84, 89), ('orange mandarin sauce', 193, 214)]",are you kidding us? we are coming here to spend over  worth of meal not to have ice cream or chocolates !!! the other courses that are really disappointing are fry a deep fried of icefish with orange mandarin sauce,2
18804,1508,1130,[],"to be honest, almost all fish dish served in chinese food restaurant tastes better than this",0
18805,1508,1130,"[('yellow  pork belly', 0, 18)]",yellow  pork belly,1
18806,1508,1130,[],curry,0
18807,1508,1130,[],banana,0
18808,1508,1130,"[('yellow flexible plastic', 17, 40), ('pieces', 72, 78), ('pork belly', 82, 92), ('yellow curry sauce', 106, 124)]","served in a tiny yellow flexible plastic bowl with a few very dry, tiny pieces of pork belly covered with yellow curry sauce",4
18809,1508,1130,"[('pork belly', 18, 28), ('paint  cherry', 134, 147)]",a total joke! the pork belly you can get from a lot of food trucks taste much better than this dish and the size is a lot bigger too! paint  cherry,2
18810,1508,1130,"[('white chocolate', 0, 15)]",white chocolate,1
18811,1508,1130,[],bourbon,0
18812,1508,1130,"[('paintings', 55, 64), ('white chocolate', 135, 150)]","nothing exceptional here, does not matter how good the paintings the chef was trying to do, this main item in this dish basically just white chocolate",2
18813,1508,1130,"[('bone  ', 0, 6), ('wagyu beef', 6, 16), ('bone marrow', 34, 45)]",bone  wagyu beef served on top of bone marrow,3
18814,1508,1130,[],a good wagyu should just melted in your mouth,0
18815,1508,1130,[],"instead, the wagyu here was flavorless, did not melt in my mouth",0
18816,1508,1130,"[('petal', 0, 5), ('black pepper', 28, 40), ('onion', 42, 47)]","petal glass  purple allium, black pepper, onion",3
18817,1508,1130,[],lapsang souchong,0
18818,1508,1130,[],maitake,0
18819,1508,1130,[],the biggest item and served in the most generous size was the purple allium flowers which were inedible,0
18820,1508,1130,[],"finally, again, totally not worth the  !!!",0
18959,1513,1130,[],"alinea is hands down the best restaurant i have ever eaten at, beating out french laundry in napa, ca, alain ducasse in london, and plenty of other michelinstarred restaurants",0
18960,1513,1130,[],"while i like to splurge every so often on fine dining, it still hurts me a little to have to drop so much money on food",0
18961,1513,1130,[],"with alinea though, there was none of that",0
18962,1513,1130,[],"the dinner was half culinary delight, and half theater and it was the first time i ever felt like i ever got my full money's worth at a  or michelin starred restaurant",0
18963,1513,1130,[],the service was impeccable,0
18964,1513,1130,[],the staff immediately adjust to your personality,0
18965,1513,1130,[],"with our table, the staff joked right alongside with us, and were completely chill",0
18966,1513,1130,[],"they did not seem to take themselves too seriously, and yet they still provided topnotch service",0
18967,1513,1130,[],"to top things off, we even had chef grant achatz himself come out and prepare our final tabletop dessert course!! the food though, wow",0
18968,1513,1130,[],the food was beyond delicious,0
18969,1513,1130,[],"it was creative, inventive, mindbending, and oh yeah, it tasted great too",0
18970,1513,1130,"[('full', 17, 21), ('wine', 39, 43)]","we went with the full chef tasting and wine pairing, and our menu included  they started off by serving us some complimentary champagne",2
18971,1513,1130,"[('caviar', 30, 36), ('brioche foam', 42, 54), ('egg', 56, 59)]","already off to a great start  caviar with brioche foam, egg custard, and citrus gelee",3
18972,1513,1130,"[('bread', 26, 31)]",the foam tasted just like bread,1
18973,1513,1130,[],"crazy  dehydrated salsifie, a stem from a member of the sunflower family",0
18974,1513,1130,[],marinated in soy sauce,0
18975,1513,1130,[],"the stem was was hidden in a giant branch sculpture, and we had to forage for it the food",0
18976,1513,1130,"[('grilled corn', 94, 106), ('truffle', 112, 119), ('iberico ham', 121, 132), ('mancheho cheese', 138, 153)]","really fun and creative  dry riesling  skate wing in a funky handheld plate  pinot auxerrois  grilled corn with truffle, iberico ham, and mancheho cheese",4
18977,1513,1130,[],the corn was still smoking when it arrived on table,0
18978,1513,1130,"[(' curried lobster', 98, 114), ('cauliflower', 131, 142), ('chickpeas', 144, 153), ('cucumber gelee', 155, 169), ('lobster', 175, 182), ('fried veal', 202, 212)]","the smoky aroma complemented the food beautifully  unfiltered chardonnay from the south of alsace  curried lobster with essence of cauliflower, chickpeas, cucumber gelee, and lobster reduction  tempura fried veal sweatbreads with thai seasoning, radish",6
18979,1513,1130,"[('blanc  junmai', 60, 73), ('parsnip', 204, 211)]","paired with lit charcoal for aroma  semi dry vouvrey chenin blanc  junmai ginjo sake from the nd oldest sake distillery in japan  so secretly, during our last course, they had been cooking waygu beef and parsnip in the charcoal that had been burning in the middle of our table",2
18980,1513,1130,[],"this then turned into our next course! the chef came out, pulled the food out of the charcoal, and prepared it tableside for us",0
18981,1513,1130,"[('beef grilled', 21, 33)]",we had a grade waygu beef grilled and wrapped in seaweed,1
18982,1513,1130,[],the aroma of the seaweed paired with the beef was amazing,0
18983,1513,1130,"[('black trumpet mushroom', 36, 58), ('chargrillled parsnip', 64, 84)]","this was served with a reduction of black trumpet mushroom, and chargrillled parsnip",2
18984,1513,1130,[],here's some video of that youtube,0
18985,1513,1130,"[('flower petals', 49, 62), ('potato chips', 102, 114), ('mini packets', 119, 131), ('honey mustard', 146, 159), ('crab', 194, 198), ('pabst blue', 215, 225)]","comwatch?v=wwyÄ  palate cleanser of finger lime, flower petals and rambutan  soft she will crabs with potato chips and mini packets of hot sauce, honey mustard, and remoulade  the soft she will crab was served with pabst blue ribbon beer",6
18986,1513,1130,"[('vanilla celery mousse', 57, 78)]",the most expensive pbr you will ever have   molasses and vanilla celery mousse,1
18987,1513,1130,"[('rhubarb', 4, 11), ('rose wine', 46, 55), ('syrah  ', 66, 73), ('braised wood ear mushroom', 73, 98), ('pig ear', 104, 111), ('smoked pear  ', 125, 138), ('potato', 142, 148), ('potato', 154, 160)]",raw rhubarb shaved on top  la bastide blanche rose wine  jamsheed syrah  braised wood ear mushroom with pig ear and cubes of smoked pear  hot potato cold potato,8
18988,1513,1130,[],this is a signature alinea dish,0
18989,1513,1130,[],it is served in a handcrafted wax dish,0
18990,1513,1130,"[('potato soup', 51, 62)]","you pull a pin to release a hot potato into a cold potato soup, and then you shoot the final product",1
18991,1513,1130,"[(' truffle', 11, 19), ('foie gras dumpling congee', 24, 49), ('shiso leaf dumpling', 55, 74), ('black truffle ravioli', 76, 97), ('strawberry disguised', 109, 129)]",delicious!  truffle and foie gras dumpling congee with shiso leaf dumpling  black truffle ravioli explosion  strawberry disguised as a watermelon,5
18992,1513,1130,"[('juice', 41, 46), ('strawberry', 62, 72)]","to make this, the kitchen compressed the juice of hundreds of strawberry into a watermelonlooking cube",2
18993,1513,1130,"[('powdered strawberry', 27, 46), ('wine', 105, 109), ('bubble', 118, 124), ('noodles', 129, 136), ('blueberries', 149, 160), ('green apple', 184, 195)]","they then paired this with powdered strawberry, along with yuzu and avocado frozen powder  yummy dessert wine  frozen bubble gum noodles on a bed of blueberries of different textures  green apple taffy balloon inflated with helium",6
18994,1513,1130,[],"we inhaled the helium and all pretended we were alvin and the chipmunks, before finishing off the taffy",0
18995,1513,1130,"[('video', 7, 12)]",here's video of that youtube,1
18996,1513,1130,[],"comwatch?v=dglÄ  finally, came the grand finale",0
18997,1513,1130,"[('freeze dried hazelnut', 87, 108), ('violet sauce', 110, 122)]","alinea's famous tabletop dessert that is prepared directly on the table, and made with freeze dried hazelnut, violet sauce, and meringue",2
18998,1513,1130,[],we were lucky enough to have chef grant achatz himself prepare this final course for us,0
18999,1513,1130,[],magic,0
19000,1513,1130,"[('video', 7, 12)]",here's video of that amazing experience youtube,1
19001,1513,1130,[],comwatch?v=gxjmÄ,0
19029,1515,1130,[],overdue review i love alinea,0
19030,1515,1130,[],yes it was expensive,0
19031,1515,1130,[],,0
19032,1515,1130,[],,0
19033,1515,1130,[],"very expensive, but i am glad i got the chance to try it",0
19034,1515,1130,[],"i loved the dining experience, and of course the food",0
19035,1515,1130,[],i believe some of the items on the menu rotate,0
19036,1515,1130,[],"so here is what i had in may of  spoiler alert if you do not want to know what i had in case you want to be surprised, then stop reading",0
19037,1515,1130,[],"because even if the menu rotates, some of the items might remain the same",0
19038,1515,1130,"[('potato', 4, 10), ('potato', 16, 22), ('black truffle', 24, 37), ('butter', 39, 45)]","hot potato cold potato, black truffle, butter",4
19039,1515,1130,[],very interesting concept and design,0
19040,1515,1130,"[('butter', 43, 49)]",you have this waxlike spoon that holds the butter,1
19041,1515,1130,"[('potato', 22, 28), ('truffle', 38, 45)]",and then you have the potato with the truffle hanging over it with some sort of contraption that requires a pin,2
19042,1515,1130,"[('potato', 54, 60), ('butter', 94, 100)]","to eat, you pull the pin off the waxed spoon, and the potato will collapse into the puddle of butter",2
19043,1515,1130,[],then you shove the whole thing in your mouth,0
19044,1515,1130,[],i liked it a lot because i felt two temperatures cold potato and warm truffle at once as i engulfed this appetizer,0
19045,1515,1130,"[('salsify branch camouflage', 0, 25)]",salsify branch camouflage,1
19046,1515,1130,[],"for this dish, our waiter pretty much made us forage for our food",0
19047,1515,1130,"[('jerky', 19, 24)]",i was some kind of jerky that was camouflaged inside a wreathelike basket,1
19048,1515,1130,"[('jerky', 72, 77)]","one of my friends actually bit into a twig or rope, thinking it was the jerky",1
19049,1515,1130,[],"this was a fun, interactive course",0
19050,1515,1130,"[('lobster  curry', 0, 14), ('earl grey', 16, 25), ('grapefruit', 27, 37)]","lobster  curry, earl grey, grapefruit",3
19051,1515,1130,[],this meal just looks pretty and tastes good too,0
19052,1515,1130,[],this dish was totally deconstructed to those ingredients i basically listed,0
19053,1515,1130,"[('lobster', 4, 11)]",the lobster was really fresh,1
19054,1515,1130,"[('sweetbreads orange', 0, 18), ('ginko nut', 20, 29), ('cinnamon chop', 31, 44)]","sweetbreads orange, ginko nut, cinnamon chop sticks",3
19055,1515,1130,[],this was presented in a chinese takeout box,0
19056,1515,1130,"[('sweetbread', 70, 80), ('orange chicken', 85, 99)]","if the waiter did not tell us beforehand, i would totally believe the sweetbread was orange chicken",2
19057,1515,1130,"[('broccoli', 25, 33)]","good job fooling me! ebi broccoli stem, yuzu, sea grape",1
19058,1515,1130,[],this one cleansed my palate,0
19059,1515,1130,"[('wagyu parsnip', 0, 13), ('black trumpet', 15, 28)]","wagyu parsnip, black trumpet, kombu",2
19060,1515,1130,[],at first it looked like just a pile of coals,0
19061,1515,1130,[],the waiter lit it on fire,0
19062,1515,1130,[],"after a couple of minutes, the fire was extinguished and the waiter removed one coal",0
19063,1515,1130,[],"as you guessed, it was another camouflage",0
19064,1515,1130,[],"the wagyu was wrapped in kombu, so it looked like one of those coal bricks",0
19065,1515,1130,[],"we each had a piece of the wagyu, and it was tender and delicious",0
19066,1515,1130,[],this is one of my favorite dishes in alinea,0
19067,1515,1130,"[('lily bulb rambutan', 0, 18), ('caviar', 36, 42)]","lily bulb rambutan, distillation of caviar lime",2
19068,1515,1130,[],another dish that cleansed my palate,0
19069,1515,1130,[],"cold and fresh, i do not know how else to describe it",0
19070,1515,1130,"[('rhubarb celery root', 0, 19), ('celery branch', 21, 34), ('licorice', 36, 44)]","rhubarb celery root, celery branch, licorice",3
19071,1515,1130,[],this was probably my least favorite in alinea,0
19072,1515,1130,[],maybe because i do not like licorice,0
19073,1515,1130,"[('wood ear pig ear', 0, 16), ('black garlic', 26, 38)]","wood ear pig ear, allium, black garlic",2
19074,1515,1130,"[('garlic', 24, 30)]","very savory, and i love garlic",1
19075,1515,1130,"[('black truffle explosion', 11, 34), ('asparagus', 36, 45), ('parmesan', 47, 55)]","thumbs up! black truffle explosion, asparagus, parmesan",3
19076,1515,1130,[],this is just a spoonful,0
19077,1515,1130,[],"but as you put the whole thing in your mouth and bite, there is literally an explosion of flavors in your mouth",0
19078,1515,1130,[],please keep your mouth closed when you bite into this,0
19079,1515,1130,[],this is another one of my favorites,0
19080,1515,1130,[],tied with the wagyu,0
19081,1515,1130,"[('duck foie gras', 0, 14)]","duck foie gras, morel, dragon's breath",1
19082,1515,1130,[],it comes in a vase with a mist steaming out of it,0
19083,1515,1130,[],"probably dried ice, but they call it dragon breath",0
19084,1515,1130,[],pretty cool though,0
19085,1515,1130,"[('foie gras', 18, 27)]",and i love bougie foie gras,1
19086,1515,1130,"[('black walnut', 22, 34), ('rose', 36, 40)]","pistachio mascarpone, black walnut, rose",2
19087,1515,1130,[],this one is ok with me,0
19088,1515,1130,[],"i do not hate it, but i am not in love with it",0
19089,1515,1130,[],i am not that big on pistachio,0
19090,1515,1130,"[('balloon', 0, 7), ('green apple', 16, 27)]","balloon helium, green apple",2
19091,1515,1130,"[('balloon', 4, 11), ('green apple taffy', 23, 40)]",the balloon is made of green apple taffy and it actually floats because of the helium,2
19092,1515,1130,[],"there are  ways of eating it, the fun way and the boring way",0
19093,1515,1130,"[('balloon', 19, 26), ('chew', 32, 36)]","boring way pop the balloon, and chew on the taffy",2
19094,1515,1130,[],"fun way puncture a small hole and breathe in all the helium, then chew on the taffy at the end",0
19095,1515,1130,[],we all did the fun way and sounded like chipmunks,0
19096,1515,1130,"[('milk chocolate', 62, 76), ('violet', 90, 96), ('hazelnut', 98, 106)]","by far the most entertaining course of our dinner hahahahaha! milk chocolate pate sucree, violet, hazelnut",3
19097,1515,1130,[],the grand finale,0
19098,1515,1130,[],the chefs come out for this one and builds this masterpiece for you to eat,0
19099,1515,1130,[],they cleared the table and placed a brand new mat on top of it,0
19100,1515,1130,[],then they started to work it was like they were painting with food,0
19101,1515,1130,[],the hazelnut was very rich,0
19102,1515,1130,[],"each dish was a small portion, but believe me, you will be full at the end of the meal",0
19103,1515,1130,[],i regret not having any pictures in this yelp review,0
19104,1515,1130,[],,0
19105,1515,1130,[],,0
19106,1515,1130,[],,0
19233,1520,1130,[],definitely a once in a lifetime experience! i have been wanting to go to alinea since my last chicago trip back in,0
19234,1520,1130,[],this time i decided to make it happen and planned accordingly,0
19235,1520,1130,[],we had a pm table on wednesday,0
19236,1520,1130,"[('wine', 43, 47)]",tickets for the tasting were  each and the wine pairing was,1
19237,1520,1130,[],all prices were subject to tax and  service charge,0
19238,1520,1130,"[('potato  ', 4, 12), ('potato', 17, 23), ('black truffle', 25, 38), ('butter', 40, 46)]","hot potato  cold potato, black truffle, butter",4
19239,1520,1130,[],was on the best thing i ever ate on the food network,0
19240,1520,1130,"[('potato', 13, 19), ('truffle', 25, 32), ('branch camouflage', 139, 156)]",hot and cold potato with truffle all taken like a shot from a wax cup! wine pairing  champagne guiborat blancs des blancs brut nv salsify  branch camouflage,3
19241,1520,1130,[],an interactive course,0
19242,1520,1130,"[('lobster  curry', 31, 45), ('earl grey', 47, 56), ('grapefruit', 58, 68)]","we got to forage for our food! lobster  curry, earl grey, grapefruit",3
19243,1520,1130,"[('sauces', 15, 21), ('lobster', 50, 57)]",all the lovely sauces paired wonderfully with the lobster,2
19244,1520,1130,"[('jullien', 43, 50), ('sweetbreads  orange', 52, 71), ('ginko nut', 73, 82), ('cinnamon', 84, 92)]","wine pairing  vin de pays de l'herault mas jullien  sweetbreads  orange, ginko nut, cinnamon chopsticks",4
19245,1520,1130,[],this was a play on chinese takeout,0
19246,1520,1130,"[('box', 32, 35), ('plastic bag', 49, 60), ('cinnamon', 66, 74), ('wine', 87, 91)]","this came in a chinese take out box wrapped in a plastic bag with cinnamon chopsticks! wine pairing  vrouvray tendre domaine du viking  ebi  celtuce, yuzu, sea grape",4
19247,1520,1130,"[('wagyu  parsnip', 42, 56), ('black trumpet', 58, 71)]","all on a kombu chip! a great little bite! wagyu  parsnip, black trumpet, kombu",2
19248,1520,1130,[],"this was brought out as a little table decor, then lit on fire",0
19249,1520,1130,"[('parsnip', 30, 37), ('wagyu', 42, 47), ('wine', 49, 53), ('village junnai ginjoshu', 91, 114)]","finally revealed as a charred parsnip and wagyu! wine pairing  sato no homare pride of the village junnai ginjoshu, sudo honke shuzo",4
19250,1520,1130,[],ibarakiken,0
19251,1520,1130,"[('lily bulb', 0, 9), ('caviar', 37, 43)]","lily bulb  rambutan, distillation of caviar lime",2
19252,1520,1130,[],this was our palette cleanser,0
19253,1520,1130,[],i was not a huge fan of this,0
19254,1520,1130,"[('lily', 4, 8)]",the lily bulbs were a little too strong and the serving was a little too much for an intermezzo,1
19255,1520,1130,"[('rhubarb', 0, 7), ('celery root', 9, 20), ('celery branch', 22, 35), ('licorice', 37, 45)]","rhubarb  celery root, celery branch, licorice",4
19256,1520,1130,[],my least favorite course of the night,0
19257,1520,1130,"[('rhubarb', 10, 17)]",there was rhubarb hanging above us the when we sat down which was shaved on top of this dish,1
19258,1520,1130,[],it was too sweet and too strong,0
19259,1520,1130,[],"even though the serving was small, i could not bring myself to finish it",0
19260,1520,1130,"[('rose', 26, 30), ('california  ', 32, 44), ('wood ear  ', 44, 54), ('pig ear', 54, 61), ('garlic', 71, 77)]","wine pairing  matthiasson rose, california  wood ear  pig ear, allium, garlic",5
19261,1520,1130,[],"when they dug up the wagyu from the fire, i was actually expecting pig",0
19262,1520,1130,"[('hermitage cuvee', 42, 57), ('black truffle  explosion', 85, 109), ('asparagus', 111, 120), ('parmesan', 122, 130)]","we finally got some! wine pairing  crozes hermitage cuvee gaby domaine du colombier  black truffle  explosion, asparagus, parmesan",4
19263,1520,1130,[],my favorite dish of the night! i could have eaten several of them they were so good! our server told us this is what the chef served to his investors to convince them to invest in this restaurant,0
19264,1520,1130,"[('duck  ', 32, 38), ('foie gras', 38, 47)]","i understand why they said yes! duck  foie gras, morel, dragon's breath",2
19265,1520,1130,"[('duck', 14, 18), ('duck', 67, 71), ('foie', 91, 95), ('dumplings', 100, 109)]",i love to eat duck! but they kind of scare me aesthetically so the duck vessel holding the foie and dumplings was not my fav,4
19266,1520,1130,[],regardless i did enjoy this dish,0
19267,1520,1130,"[('valle', 39, 44), ('black walnut', 78, 90), ('rose', 92, 96)]","wine pairing  ricardo esponoza antiyal valle de maipo  pistachio  mascarpone, black walnut, rose",3
19268,1520,1130,[],i did not really care for this dessert,0
19269,1520,1130,[],there was a salty element in the ice cream that just ruined the whole dish for me,0
19270,1520,1130,"[('balloon  helium', 64, 79), ('green apple', 81, 92)]","wine pairing  chateau tirecul la graviere les pins monbazillac  balloon  helium, green apple",2
19271,1520,1130,"[('balloon', 86, 93), ('string', 98, 104), ('milk chocolate', 106, 120), ('violet', 135, 141), ('hazelnut', 143, 151)]","such a fun course! you suck out all the helium, talk like a chipmunk and then eat the balloon and string! milk chocolate  pate sucree, violet, hazelnut",5
19272,1520,1130,[],"i cannot even describe how awesome it was to watch them make this dessert! this is definitely a treat! wine pairing  maculan torcolato breganze  i was kind of hesitant about buying the tickets for the p reservation since it was such an early time to have dinner, but it was cheaper so i decided to go for it",0
19273,1520,1130,[],in the end i am glad i did cuz everything was a surprise for us,0
19274,1520,1130,[],we were the first ones to get every dish! the wine flowed freely,0
19275,1520,1130,"[('wine', 40, 44)]","if i ran out or drank my whole glass of wine, they would happily refill it so i had some for the rest of the course or next",1
19276,1520,1130,[],"there were a couple courses that did not quite gel for me, but overall, i think alinea is one of the better three michelin star restaurants i have been to",0
19277,1520,1130,[],i would definitely recommend alinea to anyone looking to splurge since this really was such a unique dining experience!,0
19527,1527,1130,[],"th review, st time trying out michelin star restaurant  each foodie has hisher list of dream upscale dining restaurants from the french laundry in napa valley to eleven madison park in new york however, i never thought this day would actually come",0
19528,1527,1130,[],,0
19529,1527,1130,[],,0
19530,1527,1130,[],"it is one thing to dream and drool about the list, but it is another thing to pay a total of",0
19531,1527,1130,[],and fly all the way to chicago just to try it,0
19532,1527,1130,[],"overall, alinea was not necessary the best meal, but rather the best dining experience i have ever enjoyed",0
19533,1527,1130,[],"alina is one of the two threestar michelin restaurants in chicago as of , ranked no",0
19534,1527,1130,[],on  world's  best restaurants ranked no,0
19535,1527,1130,[],"in , and received aaa five diamond award",0
19536,1527,1130,"[('stage  tongue', 144, 157)]","in addition, chef grant achatz one of time magazine's  most influential people in  & winner of james beard outstanding chef in  was diagnosed w stage  tongue cancer back in , but he is now cancer free",1
19537,1527,1130,"[('code  ', 20, 26)]","reservation & dress code  follow alinea on twitter and it will send out a tweet when tickets begin to go on sale typically between  am to  am pst on the th of each month & you can only book a party of , , or",1
19538,1527,1130,[],"you have about less than  to  hours before most time slots are filled, so plan accordingly",0
19539,1527,1130,[],i would get the earliest reservation time e,0
19540,1527,1130,[],g,0
19541,1527,1130,[],pm so other tables will not ruin the surprises,0
19542,1527,1130,[],"for men, bring a jacket and no casual wear e",0
19543,1527,1130,[],g,0
19544,1527,1130,[],"jeans, tshirts or tennis shoes",0
19545,1527,1130,[],"price & valet parking  for sat  pm dinner, it was",0
19546,1527,1130,[],per person  base price   service charge,0
19547,1527,1130,[],"taxes however, the base price varies depending on date and time e",0
19548,1527,1130,[],g,0
19549,1527,1130,[],sunday is cheaper than saturday & early  pm dinner is cheaper than  pm dinner,0
19550,1527,1130,[],you will have to pay separately for wine pairings &  for valet parking,0
19551,1527,1130,[],tips & other information  alinea specializes in molecular gastronomy and please expect this ~ courses to last ~ hours i finished the entire thing in approximately  hours w  minutes break bw each course & wo wine pairings,0
19552,1527,1130,[],"if you are planning to come here, then do not look at any pictures because they will ruin all the surprises",0
19553,1527,1130,[],"if you do not care, then keep reading",0
19554,1527,1130,[],warning  spoilers ahead  impeccable service  it starts the moment you step into the alinea's boundary and the staff will escort you till the very end,0
19555,1527,1130,[],i embarrassed myself by taking used fork & knife and putting them back to where i grabbed it,0
19556,1527,1130,[],fancy complimentary volcanic water sant aniol  not sparkling & all my friend did was chugging the water,0
19557,1527,1130,"[('apple cider', 6, 17), ('rose', 50, 54)]",food  apple cider from norwegian it was stirred w rose stem tasted very crisp,2
19558,1527,1130,"[('peach juice', 51, 62)]","peach [basil, murray river salt] icy ball sealed w peach juice  very interesting texture",1
19559,1527,1130,"[('bread', 11, 16), ('jamon', 18, 23), (']', 41, 42), ('anchovy', 73, 80), ('olive', 82, 87), ('patatas bravas', 91, 105), ('garlic', 123, 129)]","bocadillo [bread, jamon iberico, manchego] & gilda [guindilla de ibarra, anchovy, olive] & patatas bravas [paprika, chile, garlic] these three cubes tasted exactly like what i saw in the pictures  talk about food engineering at its best",7
19560,1527,1130,"[('strawberry', 0, 10), ('burrata] soup', 34, 47), ('strawberry', 129, 139)]","strawberry [tomato, pumpernickel, burrata] soup tasted like dashi w weird bobalike texture and not to mention tomato looked like strawberry, but tasted like tomato and vise versa",3
19561,1527,1130,[],another interesting visual trick,0
19562,1527,1130,"[('squash', 25, 31), ('thai banana', 33, 44), ('blis', 46, 50)]","brook trout [uchiki kuri squash, thai banana, blis] new course and unfortunately i thought it tasted ok",3
19563,1527,1130,"[('crackers', 111, 119), ('crackers', 147, 155)]","graffiti [matsutake, maitake, parsley] whoa  i actually thought those were actually bricks those were actually crackers  delicious meltinyourmouth crackers",2
19564,1527,1130,"[('seawater', 15, 23), (']', 28, 29), ('hamachi', 46, 53), ('ice fish cracker]', 55, 72), ('pickled plum', 82, 94), ('white', 96, 101), ('] & corn', 108, 116), ('miso', 118, 122), ('crispy  ', 191, 199)]","daikon [smoke, seawater, ash] & tororo kombu [hamachi, ice fish cracker] & unagi [pickled plum, white sesame] & corn [miso, nori, togarashi] corn was decent, but hamachi tasted delicious and crispy  probably one of the best hamachi i have had",9
19565,1527,1130,"[('chicken', 0, 7), ('lily', 19, 23), ('chicken', 102, 109), ('lily', 123, 127)]","chicken [shishito, lily, kombu] charcoal was used to fire tea kettle and somehow charcoal turned into chicken w a touch of lily and shishito pepper",4
19566,1527,1130,[],it was definitely one of a kind presentation,0
19567,1527,1130,"[('potato', 4, 10), ('potato', 17, 23), ('black truffle', 25, 38), ('butter', 40, 46), ('metal', 65, 70)]","hot potato [cold potato, black truffle, butter] i pulled off the metal stick and ate the entire thing in one attempt",5
19568,1527,1130,[],"it was cool, but it did not taste as good as other courses",0
