,review_id,user_name,business_id,stars,date,text
234,,Alex T.,1120,5.0,9/4/2017,"finally, after hearing so much about gary danko i had the chance to come dine in this elegant restaurant to celebrate my partner's birthday. we made reservations weeks in advance where the staff informed us what available dates and times they had and they even called us a day before our reservation as a friendly reminder. if you are worried about parking, do not be. there are plenty of options around the area with their own valet parking for , a parking garage up the block, or metered street parking good for up to hours until pm. we were lucky to have found metered parking down the block in a heavy traffic area. upon arrival we were greeted by the host and seated promptly. our waiter asked if we have dine at gary danko before and we replied that we have not and he kindly went through all of our options and answered every questions we had. you basically choose your preferred amount of courses and pick any item on the menu. if you chose a course you can grab desserts or entrees etc you are not limited to getting appetizer, entree and dessert you can choose whatever you like. our waiter also stated that they do not recommend all meat poultry dishes for your courses but, if we wanted to, they will not decline to give it to you. food review i went with the course meal and my partner with courses. we were also given a lot of free stuff along with every diner in the restaurant compliments from the chef. we were given a pea soup appetizer, for dessert we were given assortment of chocolate and sweets, and a parting cake gift. my selection consisted of glazed oyster with osetra caviar with zucchini pearls, leeks and lettuce cream, roast maine lobster with potato puree, chanterelle mushrooms, corn and tarragon, and herb crusted loin of lamb with summer vegetable tian and polenta. they were all done very well and i would recommend any of these dishes all the meats were cooked perfctly medium rare and just melted in my mouth like butter. they were pretty small in portions and wondered if i would be full and if i made the right choice with a course meal but, luckily the loin of lamb did the job! my partner ordered the ahi tuna, seared foie gras, with caramelized onions, and cherry, lemon pepper duck breast with duck hash, bacon braised endive and port glazed cherries, and the trio of creme brulee. all were done amazingly and much heartier than my choices. the only dish that was underwhelming for me was the ahi tuna, where the cumin was really present and the lime juice made the dish really acidic as well. the old fashion i ordered was perfectly mad and one of the best i've had and the moscow mule was plenty strong. end food review the staff were all exquisite and attentive and could be the best service i've had in a restaurant. there will be two main impressions people will have about gary danko the restaurant either you will love it or you will think it is just okay. i loved my experienced here but, i know many friends who thought it was okay. our waiter gave us a little tip after bringing us the bill, if they are full, you can always come by and sit at the bar without reservations. you will be able to order food a la carte and dessert which was great to know for the future. after picking up the bill our waiter also asked us if we need validation, if we used their valet or if he could call a cab for us which was great for them to offer!"
235,,Hailey P.,1120,4.0,8/14/2017,"i have to admit, i've been avoiding this review for a few weeks now because there is so much to write about!! i came here for a fun team dinner because we are all foodies and have had gary danko on our bucket lists for a long time now. we showed up right on time for our reservation and were seated immediately. a total plus at such a popular spot! we ordered drinks from the very friendly som and i got an extra dirty martini because duh, this is the place to get one. they did take a long time to come out! but other than that, it was dirty {blue cheese olives and all} and delightful. they have a super cool menu setup where you choose the amount of courses that you would like to taste and can pick anything that you want from their very extensive menu. heck, if you wanted to choose courses of dessert, you could! there are definitely items on there for everyone! or you can choose to go with their chef's tasting menu and not have to worry about a thing because let me tell you, narrowing down your options to only , , or dishes is no easy task at gd! you will be fighting 'your eyes are bigger than your stomach' the entire time because you are sure to want to try one of everything. while i debated courses for a long time, i'm really happy that i stuck with , it ended up being the right amount of food and a good variety of items. the portions are pretty small though, so without the endless amounts of bread they were serving while waiting for the food to come out, i may have still been a tad hungry with only the . now here were the courses that i chose! first course dungeness crab salad with avocado, citrus, bulgar and mustardtarragon vinaigrette delicious!!! the tarragon flavor really made it unique and tasty. second course poached farm egg carbonara with braised bacon and brioche i was super bummed about this dish. when i think carbonara, i think pasta dish, but this is literally just a poached egg over a very tiny cracker. not a fan! third course roast maine lobster with potato puree, chanterelle mushrooms, corn and tarragon i really enjoyed this course. it was very small in size, i.e. not much lobster but flavorful and you do get the claws. sweet meat and yummy! fourth course seared filet of beef with potato gnocchi, olive oil, swiss chard and stilton butter my favorite! i'm a meat and potatoes girl and this was amazing. thank goodness for this course because i may have still been hungry if it was as tiny as the others. i opted out of my own dessert but tried some of the others at the table. the strawberry souffle was pretty dang incredible! they also bring complimentary mini sweets to your table at the end of the meal so if you only need a little sweet bite to cap off your meal, i would use your course choices on the main dishes! all in all, the portions were small, service was on the slower side, and to be completely honest, it was not the best meal that i've ever had in my life. when spending {just for one person} i guess i was expecting a tad bit more 'awe factor'. they definitely have a ton of hype which is great for business but maybe do some research before choosing to dine here! if you are not worried about money, come here you are sure to have a good meal."
236,,Kim T.,1120,5.0,8/8/2017,"i've only been to one other tasting menu before and gary danko takes the cake in my opinion. the service was exceptional and the food was out of this world. reservations were not that hard to get but we booked it a few weeks in advanced. so let us break it down we got the courses for person you can pick whatever you want from each section appetizer main dessert etc appetizer poached farm egg carbonara with braised bacon and brioche this one was okay, it tasted just like it would sound. the plating was beautiful! nothing that special about this one. salt cured foie gras torchon with meyer lemon compote, toasted pistachios and country bread holy moly this was the best thing i have ever tasted, my taste buds were on fire. i have never had gras before so this being my first time it set the bar very high. it was so melt in your mouth delicious and you get a little bit of sweet with the compote ugh this is a must must must try if you get the chance to come here. fish & seafood roast maine lobster with potato puree, chanterelle mushrooms, corn and tarragon who does not like lobster and creamy dreamy potatoes. this was also a winner in my book, but i think the bass was better if i had to pick one. pan seared bass with eggplantfennel marmalade, broccoli rabe, shiitake mushrooms and soymustard glaze must try there is so much umami in this dish. the fresh fish, chewy shiitake mushrooms, and the soy glaze mixed all together is like an explosion in your mouth. salty and sweet, with earthy tones. i loveeeeeed this dish! game & meat seared filet of beef with potato gnocchi, olive oil, swiss chard and stilton butter the steak cut like buttttaaaaaa, it was so good! the only thing i did not like was there was something that tasted like blue cheese and that totally threw me off guard. juniper crusted bison with king trumpet mushrooms, cipollini onions and wild nettle spatzle this one was ok in my opinion. it was kinda dry. overall i love this place you need to try this place out because you do not want to die not knowing how good this place is. totally worth the hype!!!"
237,,Kara D.,1120,5.0,8/7/2017,"dinner at gary danko was literally perfect and i loved everything i ordered. i could eat a tick off the table and be like, oh, daaaaanko you have done it again! .this is kinda an inside joke and you will % never find a tick there . dining with the coolest crew ever certainly did not hurt the situation shoutout to trish s, kris you, damien s, nikki w, jando s, and hailey p! the atmosphere was not as stuffy as we thought it would be we loved that the employees yucked it up with us. with an extensive and impressive menu, we were able to mix and match which items and courses we wanted. i ordered seared foie gras with caramelized onions and cherries roast maine lobster with potato puree, chanterelle mushrooms, corn and tarragon seared filet of beef with potato gnocchi, olive oil, swiss chard and stilton butter strawberry souffle with strawberry sauce and strawberry sorbet. result everything was absolutely superb. a couple things that blew my mind, though, was the incredibly tender lobster , fluffy gnocchi, and the most beautiful and exquisite souffle i've ever seen. it was seriously dreamy and everything i hoped it would be i squealed. i cannot say it was the most innovative meal i've had, but it was all executed perfectly and there was not one tiny thing i did not enjoy. except maybe that one random sequined pillow. pro tip call months ahead of time to make a group reservation."
238,,Angela H.,1120,5.0,6/28/2017,"gary danko is an amazing restaurant! i celebrated my boyfriend's birthday here while we were visiting san francisco, and we were fortunate enough to be seated in a private booth for just us two! each table has red roses on it too, which made it quite romantic! service was beyond impeccable. there were multiple individuals servicing our table, which made the dinner go very smoothly. they cleared our tables quickly, checked in on us multiple times, served us without any lag time, and refilled our waters without having to ask. i got the course menu , and my boyfriend got the course menu . they served us each our plates, but we just shared our meals family style. thai soup amuse bouche with lobster it was very hearty, light, and flavorful. i wish they would have listed this as part of their menu because it was amazing, even better than some of their menu items. risotto with rock shrimp, dungeness crab, spring vegetables, and beech mushrooms most risottos are unbearably heavy and rich, but this was not. it actually reminded me of a thicker congee, so it was comforting to eat. they were also very generous with the shrimp and crab, which i really appreciated. glazed oysters with osetra caviar, white asparagus, leeks, and lettuce cream this was the perfect appetizer! the oysters were like little clouds in my mouth because it was just so fluffy and light. but if you are generally not a fan of oysters, i would not recommend it though because it does have a slight seafoody taste. roast maine lobster with potato puree, morel mushrooms, edamame, and tarragon the lobster was perfectly cooked, and the potato puree was a very flavorful mashed potato. i loved the broth that came with the plate! portion wise, this is a quite small plate, so just be aware if you are choosing this as an entree. coconut thai curry with shrimp, calamari, lobster , scallops, candied peanuts, and shiitake mushrooms omg. this is a must order plate. it was the best dish of the night! you are initially served a plate of white rice, and one of the servers then places the seafood around the rice and then pours the coconut thai curry over the rice and seafood. the flavor is so amazing that i honestly wanted another plate or even two! it is just so light and comforting. all the seafood was perfectly cooked and melted in my mouth. pan seared scallops with english peamint puree, asparagus, fava beans, and beech mushrooms scallops were so perfectly cooked! the description also says fava beans, but i think i had lentils with mine. overall, really solid dish. soft she will crab with pancetta, roasted eggplant, cucumber and thai lime dressing this was more like two separate dishes placed onto one plate. the soft she will crab was extremely flavorful, and the herb salad on the side was very refreshing. it reminded me of the inside of a vietnamese spring roll. portion wise, this is also a small plate, so just be aware. roasted quail stuffed with mushroom ragout, leeks, quinoa, and foie gras with baby artichokes and green garlic it does not say in the description, but it is served with a mini corn bread cake, which i loved! the quail was super adorable and petite. i thought it was pretty great but nothing too special. the quail drumsticks were probably the highlight of this dish. lemon pepper duck breast with duck hash, bacon braised endive, and port glazed cherries that duck breast was the definition of perfection. it was so well cooked and delicious. if you are not used to gamey meats, then beware that it is a tad more chewy than beef. as for the duck hash and all the sides, i could care less for them. those were just okay. trio creme brulee with assorted cookies there are creme brulee vanilla bean, brandy, and blueberry lemongrass. the vanilla is the classic one, and i just thought it was so yummy. the brandy one is a bit too rich and heavy, so i did not really enjoy it. the blueberry lemongrass one was a beautiful dark purple color, and it was tart in flavor. the assorted cookies were just okay. extra complimentary assorted dessert plate we received bitesized desserts that were all different in flavor. there was only one that i did not enjoy, which was the red jelly one. otherwise, i would recommend trying all of them because they were delicious. extra complimentary birthday chocolate mousse cake this was very sweet of them to bring out for my boyfriend's birthday. if you truly love the flavor of chocolate, then this is the dessert for you. it is not like the grocery market chocolate. it has a more rich, bitter chocolate flavor to it that is amazing on the palate. extra complimentary pineapple cheesecake muffin breakfast bread i love that they gave us something to bring home, especially since it was so convenient to eat the next morning before a flight. loved it! plus the wrapping was super cute!"
239,,Julie L.,1120,3.0,6/26/2017,"this place is three stars, at most. my boyfriend and i made our reservation two months in advance for our anniversary and although service was nice, the food was mediocre, at best. it is possible i came on a bad day.or i just do not have the palate for the food. this place has been on my foodie wish list for a long ass time. i've heard so many good things about it! so for two months, i looked forward to dining here and even planned out what i was going to order, lol. we ordered two cocktails and fourcourse meals, consisting of risotto with rock shrimp, dungeness crab, spring vegetables and beech mushrooms this was creamy and rich as expected, filled with seafood, but i'm simply not a risotto person this was bf's choice seared foie gras with caramelized onions and cherries this was better than many of the things we ordered, but nothing to rave about roast maine lobster with potato puree, morel mushrooms, edamame and tarragon the lobster was cooked to perfection. a good portion, but missing something. coriander, black pepper and rosemary crusted tuna with piperade, spinach and anchovygarlic essence eh this was ok pan seared scallops with english peamint puree, asparagus, fava beans and beech mushrooms probably my favorite dish _ the scallops were huge and flavorful. herb crusted loin of lamb with spring vegetable tian and polenta was not memorable seared filet of beef with potato gnocchi, olive oil, swiss chard and stilton butter this was probably the worst thing we ordered.there was literally no seasoning on the beef. it tasted so bland. juniper crusted bison with king trumpet mushrooms, cipollini onions and wild nettle spatzle meat was tender and flavorful, but eh. after finishing our food, we were given a small plate of assorted baked goods, which we appreciated, but we did not receive the complementary celebration cake mousse with a candle that everyone else has mentioned note that i included in our reservation that this was to celebrate our anniversary . that left a sour taste in my mouth because i saw other tables receive it. aside from all of the above, the only thing that deserves stars is their service they were very attentive and refilled our waters most of the time and gave us bread. i appreciated that while i was in the restroom, they brought our food and they put an old dutch lid on our dishes until i came out. we also got two baked goods to take home for the next day, which was nice. but again, mediocre at best. none of the items we ordered stood out. so it makes me wonder do you come here for the food or for the service not to mention, my boyfriend felt sick all night after eating gary danko.so we are definitely not coming back. terribly disappointed with our experience."
240,,Faye M.,1120,5.0,10/24/2018,"gary danko was one of those places my then boyfriend now husband and i dreamed of dining in. we were in our very early s and working our minimum wage jobs, wishing that one day we could eat here. fast forward to present time, my husband surprised me for my th birthday and booked a table here. we had a pm reservation and from the beginning to end, the service was spectacular. we arrived mins early and were seated right away. they sat us next to each other against the wall in view of everybody. as our host said, great seats for people watching. my husband and i chose the course meal and i love how you are not limited to each section of the menu. there were many options and we wanted to try as much as we could, so we both got different things. we each ordered an appetizer, seafood and meat dishes. the food was soooo good. a lot of the things we ordered were things we both were trying for the first time. we ordered the risotto, seared foie gras, seared scallops, roast maine lobster, juniper crusted bison, filet of beef , stuffed quail and lemon pepper duck breast. although they were all delicious, the highlights of the meal were the risotto, seared foie gras, duck breast and bison. the dishes were timed and spaced out perfectly throughout the evening. we did not feel like we had to wait too long in between entrees, nor did we feel rushed. at the end of our meal, they gave us a small tray of mini desserts and a complementary birthday dessert. they also gave us a pumpkin cream cheese muffin to take home, which was a nice touch. overall, my husband and i had a great time and both agreed that this was our favorite dining and fanciest experiences to date. it was a great way to celebrate my birthday! we left the restaurant at almost midnight. those hours flew by and we did not even realize it because we were having such a great time. no phones, just quality time, good food and good conversation. we will definitely be back."
241,,Lindsey S.,1120,5.0,9/6/2018,"gary danko is hands down my favorite restaurant in san francisco. i have been here four or five times over the last few years for special occasions and it is worth every penny. if you are looking for fine dining but actually want to recognize what the dishes on the menu are, this place is for you. the first time we came, we did courses each. we left and we are absolutely stuffed like barely breathing , so ever since we have opted for four. i will start with the service first off, i'm a sucker for bread and butter and love any restaurant that comes and refills my bread plate when they see it is empty. secondly, when you get up and go to the bathroom, they come and put a cover over your food so it stays warm. if that is not great service then i do not know what is. lastly, the staff is incredibly friendly, taking the time to answer questions and check in throughout the meal. when i dine there i truly feel like i am treated like royalty, which is nice when you are dropping a lot of money. then there is the food. i could go on and on but instead i will share my dishes from my most recent visit appetizer the risotto. i'm not sure if this changes with the seasons because i typically go in july every year, but it usually has rock shrimp, crab and vegetables in it and is delightful. fish roast main lobster with potato puree. hands down my favorite dish with the exception of dessert, which we will get to soon. meat seared filet of beef . good steak. probably my least favorite of the bunch but not because it is not good, the other dishes are just spectacular. cheese they roll out a cart and let you select a few. dessert warm louisiana butter cake. this is no joke. my boyfriend and i literally talk about this more often than people should. hands down the best dessert i've ever had in my life. i would pay for this alone. when you leave, they give you a treat to go, which is a nice touch. overall, you will spend a lot of money but it is so worth it."
242,,Dan L.,1120,5.0,9/3/2018,"the two of us came here for a big anniversary on a weeknight. i had heard about it when it opened long ago and have been wanting to try it. interesting location a couple of blocks off of fisherman's wharf. i liked the option of choosing either a , or course meal , , or . she went with a glutenfree courses, and i went for . the menu had a lot of good choices creative appetizers, fish seafood, meat and game birds. i had glazed oysters topped with caviar, roasted scallops, horseradish crusted salmon, and filet of beef . everything was excellent and the flavors were outstanding. she had risotto with shrimp and seared bass, and she was equally happy, too. i had the lemon souffle cake for dessert and we finished with americanos. the interior is nice, but the seating is a bit cramped. the service was excellent. good wine list, and we ordered a couple of glasses, and they let you even taste them first! i would definitely come back, i do not give very many stars."
243,,Diane L.,1120,3.0,8/21/2018,"i've had this restaurant on my bucketlist for the longest time. went this past sunday since my friend wanted to treat so i could not pass that up. our reservation was for pm but they were running behind so we grabbed drinks at the bar. a little behind turned into being a minute wait. the manager or whoever apologized and offered us complimentary rose and mentioned that we would get a couple complimentary appetizers and dessert as well. that was a nice gesture, but what would have been nice was for him to comp our drinks that we bought at the bar instead. just my preference vs the free champagne small ass appetizers aka two teaspoons of soup and a small raw salmon bite on a circular cookie looking thing it was ok. i really wanted to fall in love with this place but it is overhyped for sure. my favorite dishes were the roast main lobster, scallops, seared foie gras, dungeoness crab salad, and all the desserts flambeed cheeries with tres leches cake, lemon souflee cake, and the pineapple cake they give you to take home . the filet of beef was meh the sides on there tasted better and the lemon pepper duck was ok as well, what the heck gary danko maybe my expectations were too high. also, the seared ahi tuna had wayyy too much lemon soy dressing on there. i'm kinda glad i did not have to pay for this meal i did not think it was that worth it to me. such a random thought, but halfway through the dinner i was thinking that i would rather go to house of prime rib lol. overall, i did not come super hungry, but i thought the portions are a little small for my liking. nice presentation and service here, but i think this was just a one time thing for me. for example, it is like seeing someone hot. you just want to hit it and quit it. so basically aka being able to say you went to gary danko to eat just to say you did it."
244,,Cartman P.,1120,5.0,8/4/2018,"gary danko never fails to deliver nothing but perfection, from the food, the presentation, the service, and the atmosphere. where can i begin. food this was our rd or th time we came to gary danko. i am amazed that the quality of food and execution has not changed a bit compared to years ago, which i find it rare in this city. they offer fabulous selection of menu and the only hard part is that you do not know what to order without getting your brains tangled up. this time and i think every time in the past. i had . seared ahi tuna melts like butter and perfectly and lightly flavored with lemon soy dressing. very light and pleasant appetizer to start your meal. . roast main lobster the lobster is perfectly cooked and very plumped, and nicely balanced with smooth potato puree and chanterelle mushrooms. . seared filet of beef the filet was cooked perfect medium rare, tender, buttery, juicy. just everything you ask for in a perfect stake. . last but certainly not least, the one and only, baked chocolate souffle. at this point i am pretty full with plates and a cocktail, but this is the finale what i always look forward to! i love the little presentation from a waiter pouring the two separate sauces in front of you, first with vanilla bean cream and second with dark belgian chocolate sauce. the souffle is incredibly fluffy and soft, never too rich or too sweet, but the sophisticated chocolate flavor will just take you to another world. service the best, top notch, attentive service you can ever ask for. all staff is professional, knowledgeable and friendly. last time what i was impressed the most was how attentive they are. they must be a hybrid with hawk, and these eyes are watching you at all time. i spilled the chocolate souffle on my jacket hanging on my legs, and one second later before i even finished saying oh nooooo, someone already flew out to me with cleaning wipes to help me clean. this time, when i arrived at the restaurant i asked for the restroom, and this nice gentleman went out of his way to escort me to the restroom. what a nice gesture to make your visit just even better than perfect. we have tried quince, la folie, alexander. but i think gary danko is my favorite of all time. i absolutely cannot wait to go back again!"
245,,Helen Y.,1120,5.0,7/31/2018,"our friend from the bay area wanted to take us somewhere unique with good food. gary danko did not disappoint from entering the restaurant to drinks at the bar to our meal and dessert. the staff was awesome, always professional and friendly. the ambiance is warm and inviting. the decor is settle and tastefully done. our waiter offered a purse hanger so that i had somewhere to put my handbag while we enjoyed our experience. i started with the rose champagne, a little pricey buy delicious and refreshing. we all ordered the option meal. they have a tasting menu with their most popular items and an option to add wine to each dish. they also have options where you can chose , , or course meal. what you would do is pick a dish from their menu, it can be any combination you would like. my starter was asparagus cold soup to cleanse the palate. then i ordered the risotto with rock shrimp, lobster, and crab meat. delicious!!! the dish was prepared with a wonderful combination of taste and the presentation was beautiful. next i had the thai coconut curry and seafood dish. the curry was super light and tasty as well. then i had the seared filet of beef made medium. this dish was a little disappointing, the meat was over cooked and a little tough. the waiter was very attentive and offered to make me another dish, but i declined because i did not want to waste food. the bread man was always at our table filling out bread plate. upon seeing it, did not look as good as it taste! the bread was warm, soft, and oh so yummy! lastly for dessert i had the butter cake. by now i was quite full and could not finish my dessert, but it was moist and not too sweet. my overall experience at gary danko was a+. i would love to come again next time we are in the bay area."
246,,Eric W.,1120,5.0,6/19/2018,"first time for us at this well known establishment and they did not disappoint. came here for wife's birthday. choose , , or courses from a bevy of options. or, choose the chef's taster option. food was great and staff, from servers to host, was great too. really enjoyed the shrimp crab risotto and sea bass. filet of beef was also delicious. our server prepared a perfect cherry flambe. would definitely recommend and return."
247,,Bailey Z.,1120,4.0,5/30/2018,"gary danko has been a san francisco institution for nearly two decades. it has been on my list of places to try for ten years. it does not look like the menu has changed much either as it stays true to classic french technique. we came to celebrate mother's day with my family and while there were some highs and lows, i'm glad i finally got to try it. the menu concept is interesting as you can choose between , , and course tasting menus. the interesting part is that you could choose whatever you want, including all appetizers, all desserts, or even all main entrees. one of the low points was our experience with the sommelier, who seemed to look down on us when we ordered a half bottle of wine between three people we do not drink much . although his eventual recommended wine was good, we did not appreciate his judgmental attitude. as for the food, we started with appetizers including the risotto with rock shrimp, dungeness crab, asparagus, and beech mushrooms. while the risotto was good, the flavors were very onenote, but loved the shrimp and crab. the salt cured foie gras torchon with meyer lemon jam, charred baby leeks, smoked almonds and country bread was my favorite. the foie gras was so rich and creamy, and was the perfect complement to the toast. for mains, the roast maine lobster is a signature dish that is a musttry. it is both elegant and a classic. for my last entree, i tried the juniper crusted bison, which surprisingly was not gamey at all. i also tried a taste of the seared filet of beef , which was cooked perfectly. the roasted quail stuffed with mushrooms was also a great dish. we skipped the cheese course and tried a couple desserts including the trio of creme brulee with assorted cookies, and the recommended warm louisiana butter cake. as with many fine dining restaurants, i was not as impressed by the dessert. the butter cake was not as moist as the one i've had at maestro's and the creme brulee, while good, did not have my favorite flavors. the night ended with us receiving a pineapple cheesecake for the next day and a rose for the women for mother's day, which was a nice touch. the ambiance was romantic enough for a nice date, but also fits for family gatherings. with so many consistent years of food and service, it is no wonder it has retained its one star michelin."
248,,Andrew C.,1120,4.0,5/24/2018,"service ambiance food overall experience for this visit would be . stars, but i will round up to until i return for another experience. came here with my family to celebrate my mom's birthday. we arrived separately my family arrived ~ mins before scheduled time they got sited right away, which was nice , i arrived ~ mins late to the reservation. when i arrived to the restaurant, there was no one at the entrance to greet me, i had to look around the room for my family and walk myself to the table. after i've sat down, we waited at least ~ mins before our waiter checkedin with us and started explaining the menu. i understand that they were waiting for everyone to be here before talking about the menu, but i'm shocked that they waited almost mins before they stopped by. maybe they did not notice that i have arrived or forgot that we have yet to order our waiter was very nice once we started interacting with him, he gave recommendations throughout the ordering process and checkedin with us a couple times throughout the meal. however the waitress who was refilling water and bread might have a wrong understanding of good service . she was doing everything super fast pouring water way too fast splashing water everywhere , putting or more like throwing bread down on your plate. fast service is part of good service, but not all of it i was constantly distracted surprised by her quick movement around the table and was concerned that she would splash water on my food or on me. the sommelier who came to help us was even worse. he was rude and had an attitude that he did not want to help us maybe because of the price of the bottle we were looking at he told us he will look in the cellar for a recommendation, but did not return until mins later during that time we saw that he was pouring wine for other tables, we actually thought that he decided to ignore us because we were ordering a cheap bottle. i will give it to them that our wine glass, water glass, and bread plate were never empty throughout. the ambiance was not that great either. table arrangements are pretty crowed waiters have to squeeze sideways between my chair and the person sitting behind me to get through and background noise is pretty loud to the point where i have to lean in for the person across me to hear me , not what i expected from a fine dinning restaurant with a michelin star. there are many restaurants that serve the same quality food, and have better service and ambiance. the food in general were pretty good, here's a quick rating for the food i order try. risotto with rock shrimp, dungeness crab, asparagus and beech mushrooms roast maine lobster with potato puree, black trumpet mushrooms, edamame and tarragon seared sea scallops with english pea puree, leek fondue, mint and shimeji mushrooms seared filet of beef with potato gnocchi, olive oil, swiss chard and stilton butter herb crusted loin of lamb with israeli couscous, green garlic, spring onions and english peas lemon pepper duck breast with duck hash, bacon braised endive and huckleberry bordelaise "
249,,C Y.,1120,5.0,5/22/2018,"loved it! i came to celebrate a friend's birthday and everything i ordered was solid. the ambiance, service and food were perfection. our party of enjoyed the private dining room that night. courses foie gras since i ordered a dish from each section appetizer, meat, dessert , my foie gras was generously sized. i enjoyed every bite of this! seared filet of beef it was cooked nicely but did not blow my mind. wish i had gone with the duck or lamb. cheesecake delicious! i probably would not have ordered this though had i known about the complimentary assorted minidesserts. conclusion highly recommend! i loved my experience here and cannot wait to try the rest of the menu."
250,,Lala B.,1120,5.0,5/19/2018,"superb. went here on a date, good place to impress a gal. i had the best hostess, my napkin was placed over my lap wink wink lol, and the most tender & juicy seared filet of beef . but definitely try the roast lobster and potato puree, not to big, punches with flavor. for dessert we had an assortment of small tasty delights!"
251,,Annie L.,1120,4.0,5/12/2018,"gary at gary danko! took my boyfriend gary out for his th birthday dinner here as we have been saving this spot for a special occasion. food courses pan seared scallops with cannellini bean puree, garlic confit, tomato and basil roast maine lobster with potato puree, chanterelle mushrooms, edamame and tarragon seared filet of beef with potato gnocchi, olive oil, swiss chard and stilton butter warm louisiana butter cake with apples, huckleberry compote and vanilla bean ice cream we also had the following complimentary dishes special soup from the chef, assorted dessert platter and chocolate birthday cake. take home complimentary pineapple cream cheesecake. service great service, very proper, well dressed, we were taken care of the whole night. however, halfway through the the dinner, we had two men get seated next to us on the the left. tables are tight quarters already and they must be regulars as members of the staff came out to talk to them quite a bit. many times, i had a member of the staff squeezed so tight up next to my table with his back turned to speak these guys. i felt uncomfortable as they are loud and our sense our special dinner was sort of taken away. would i come back again i'm willing to give them another try. was i full off of the main courses noi had small scallops and small lobster tails. boyfriend had the beef and we shared the cake. i was filled up off of the butter cake, dessert platter and chocolate birthday cake. alot of sweets as fillers but was not full off of the actual courses. would recommend for special occasions, for the ambiance and delicious food."
252,,Holly E.,1120,5.0,4/10/2018,"restaurant gary danko was delicious and you will not leave hungry. we got the three course meal for . i had the risotto with rock shrimp, crab, asparagus and beech mushrooms, roast main lobster, and filet of beef with potato gnocchi. my boyfriend had the coconut thai curry with shrimp, calamari, lobster, scallops, and mushrooms, filet of beef , and creme fraiche cheesecake. we had two drinks each and the bill with tip, taxes, and whatever else ca and sf add ended up around . so know what you are getting into before you go so that you do not have a horrible surprise when you leave! i like that you can customize your , , or courses choosing from any section of the menu. meaning, you could get options from the dessert section or filets of beef if you so choose. i'm not a dessert person and was thrilled to not be forced to have that as a course as so many other places do. they will modify the portion sizing depending on what you are ordering. so if you get two appetizers and a filet , the filet will be larger in size than if you were to get two other meat options with the filet . in my opinion, the gnocchi was the best thing i tasted. i would have preferred all gnocchi and no filet ! the steak was okay. my boyfriend who is not as into food as i am raved about the cheesecake and actually called his meal out of this world. a phrase i do not believe i've ever heard him utter. we were happy with the portion sizes its not like the commercial of the couple who go to the fancy restaurant and have to stop at the convenience store on the way home to get more food. but, considering you are paying for each course, you should be full! nice touch to send everyone home with a wonderful pineapple sponge cake for the next day. delicious!! no jacket required for men, but dress up anyways and have a great night out!"
253,,Andrew S.,1120,5.0,4/1/2018,"finally came for an overdue visit to gary danko's. it seems almost impossible to get an opentable reservation at a decent time here so i decided to show up at pm on a sunday as a walkin. i immediately got seated at the bar where they also served the full , or item prix fixe or tasting menu. the food here is solid and french great ingredients transformed into dishes that are perfectly executed. i chose items surf oysters with caviar, branzini , turf seared foie, filet of beef and the perfect dessert lemon souffle cake with mignardises. at the end of the meal, they gave me a small cake to take home. i really appreciate the variety and number of items in their menu i'm a little tired of set tasting menus at the moment . i also like that this restaurant gives you a lot of bread yes i used it to soak up lots of the sauces . tom, the bartender, was the perfect host for my meal. he did a fantastic and fun job making nonalcoholic pairings for me. hospitality was excellent. as for the ambiance, it is very old san francisco probably time for a remodel and the place is a bit dark and feels very dated when compared to the other michelinstarred restaurants in sf. i would highly recommend this place for anyone looking for fine dining who is visiting fisherman's wharf. the attire is business casual dark jeans ok but i saw a really good range of clothing when i visited, particularly from tourists who look like they just finished a whole day of sightseeing in sf. i look forward to my next visit to try the other items on the enormous menu."
254,,Janice L.,1120,5.0,3/25/2018,"i want to start off by saying that every single thing i tasted was delicious and well worth what i paid. my boyfriend and i made a last minute attempt to get reservations for our anniversary and were lucky enough to snag a table around pm on a weekday night only days in advance. we arrived a little early and were invited to wait at the bar in the meantime, though we opted not to as the bar area was quite packed that night. speaking of packed, the restaurant is not all that large from what i could tell and so the volume is pretty high, just a fair warning. i honestly do not pay too much attention to service and so i'm just going to skip that and go right into the menu and the food. i really loved the structure of the menu as it allowed my boyfriend and i to try a great variety. you do not have to choose one appetizer, one main, one dessert, etc. if you want to choose all meats go ahead! if you have an uncontrollable sweet tooth and want to order just desserts by all means go for it!! my boyfriend and i each chose a course meal and our selections were oysters, seared foie gras, lobster, duck, quail, & filet of beef we went the meat, meat, and more meat route . the oysters were wonderfully sweet with a beautiful pop of flavor from the caviar. the foie gras was by far my favorite and was not only wonderfully rich, but quite largely portioned as well though not large enough to share with a ravenous boyfriend, i would probably order two of these next time!! . the lobster was flavorful and had an almost buttery texture to it that we really enjoyed this plate would end up being my least favorite though, because i just felt like the other things on the plate did not really complement the lobster . all the meats were incredibly tender and paired well with their accompaniments, especially the quail, and all three were fairly large portions. at the end of the meal, we were treated with an extremely rich chocolate dessert as we were celebrating our anniversary and were also given a small plate of sweets as well as a parting gift a delicious pumpkin and cream cheese muffin . all in all, we really enjoyed our meal and would gladly come again!!"
